ID,Title,Desc,Type,BodyPart,Equipment,Level,Rating
1781,Single-leg depth squat,"The single-leg depth squat is an exercise targeting the muscles of the lower body, including the quads, glutes, and hamstrings. It is sometimes used as a substitute for the pistol squat, since it doesn't demand the same level of flexibility to perform. It is usually performed for low to moderate reps with a focus on proper form and control.",Strength,Quadriceps,Bands,Intermediate,9.0
1782,Squats - With Bands,Squat exercise performed with resistance bands to add extra resistance and target the lower body muscles.,Strength,Quadriceps,Bands,Beginner,5.8
1783,Hip Flexion with Band,Hip flexion exercise using resistance bands to strengthen the hip flexor muscles.,Strength,Quadriceps,Bands,Beginner,0.0
1784,Forward Band Walk,Resistance band exercise involving walking forward while keeping tension on the bands to target the hip and leg muscles.,Strength,Quadriceps,Bands,Beginner,0.0
1785,Boss Everline Resistance-Band Pull Sprint,Sprinting exercise using resistance bands for added resistance to improve sprinting power and speed.,Strength,Quadriceps,Bands,Intermediate,9.0
1786,Banded jump squat,"The banded jump squat is an explosive bodyweight squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The banded jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat.",Strength,Quadriceps,Bands,Intermediate,9.0
1787,Speed Box Squat,"The banded barbell box squat is a strength and power exercise targeting the lower body. It is popular in powerlifting training, either performed with light weights as a power and speed exercise, or heavier for strength. It is usually performed to a box of a height that demands the squatter to decent to around parallel.",Powerlifting,Quadriceps,Bands,Intermediate,7.228571428571429
1788,HM Banded Squat Toe Tap,"Squat exercise with added resistance from bands, involving tapping the toes with alternating feet at the bottom of the squat.",Strength,Quadriceps,Bands,Intermediate,9.0
1789,UP Band Abducted Squat,Squat exercise performed with a resistance band looped around the thighs to target the glute muscles.,Strength,Quadriceps,Bands,Intermediate,9.0
1790,FYR2 Lateral Band Walk,Lateral band walk exercise using resistance bands to target the hip abductor muscles.,Strength,Quadriceps,Bands,Intermediate,9.0
1791,FYR2 Banded Squat Hold-Pulse-Jump Complex,"Complex exercise involving squat holds, pulses, and jumps with added resistance from bands to target the lower body muscles.",Strength,Quadriceps,Bands,Intermediate,9.0
1792,Band split squat,"The band split squat is a band movement targeting the quads, glutes, and hamstrings. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout. Leaning back places more emphasis on the glutes and hamstrings, while standing straight up targets the quads.",Strength,Quadriceps,Bands,Intermediate,9.0
1793,Band front squat,"The band front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding band in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the tension of the band changes as it stretches, the resistance more closely matches the natural strength curve of the squat. This movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.",Strength,Quadriceps,Bands,Intermediate,9.0
1794,Squat hold with band pull-apart,"The squat hold with band pull-apart is a combination of the squat hold and band pull-apart. It involves holding the squat position with the thighs at or below parallel to the ground while performing a band pull-apart. The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The squat hold band pull-apart can be performed for mobility purposes or to increase time under tension on lower-body muscles including the quads, glutes, and hamstrings.",Strength,Quadriceps,Bands,Intermediate,9.0
1795,Banded squat toe tap,"The banded squat toe tap is a banded variation on the classic bodyweight squat, but with a lateral toe tap to add extra focus to the stabilizer muscles around the hips. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",Strength,Quadriceps,Bands,Intermediate,9.0
1796,Band overhead squat,"The band overhead squat is a full-body, functional movement that works to build full-body strength and stability. It is a variation of the classic barbell exercise and can be used to train core strength and stability for Olympic weightlifting or CrossFit.",Strength,Quadriceps,Bands,Intermediate,9.0
1797,Quadriceps SMR,"Quadriceps self-myofascial release (SMR) is a self-administered soft-tissue treatment for the lower body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quad muscles of the upper leg, some people find they can cause this often painful and tight muscle group to relax or ""release."" Quadriceps SMR is often accompanied by SMR on the calf, glute, or hip muscles, or by stretches that target the calves or quads.",Stretching,Quadriceps,Foam Roll,Intermediate,5.4
1798,Clean from Blocks,"Olympic weightlifting exercise involving lifting a barbell from blocks positioned below the knees, targeting the posterior chain muscles.",Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.5
1799,Barbell Full Squat,"The barbell back squat is a popular compound movement that emphasizes building the lower-body muscle groups and overall strength. It's the classic way to start a leg day, and is a worthy centerpiece to a lower-body training program. The squat is a competitive lift in the sport of powerlifting, but is also a classic measurement of lower-body strength. With the barbell racked on the traps or upper back, the emphasis is placed on the posterior chain but the entire body gets worked. The back squat can be trained in everything from heavy singles to sets of 20 reps or higher.",Strength,Quadriceps,Barbell,Intermediate,9.4
1800,Barbell back squat to box,"The barbell back squat to box is a popular version of a classic lower-body exercise that utilizes a box at the bottom position of the movement. This allows the lifter to customize the depth of the squat, as well as limit the stretch reflex at the bottom of the squat. The movement targets the quadriceps, glutes, and hamstrings. The squat to box can be performed for low reps to build strength or power, or for higher reps to build muscle.",Powerlifting,Quadriceps,Barbell,Intermediate,9.3
1801,Push-press,"The push-press is an overhead press variation in which the barbell is pushed upward with assistance from the lower body. This ""push"" helps the weight travel through the sticking point of a strict press. The push-press is commonly performed as part of barbell complexes, power training for all types of athletics, or as a powerful shoulder exercise.",Olympic Weightlifting,Quadriceps,Barbell,Intermediate,9.3
1802,Power snatch-,"The power snatch is a full-body lift in which the bar is pulled from the floor with a wide grip to the overhead position in one movement. The bar is received in the ""power"" position, with the hips higher than a full-depth squat position. The power snatch can be used as a learning tool for the full snatch, or to train muscular power and strength on its own. It is usually performed for low reps, focusing on power and movement quality.",Olympic Weightlifting,Quadriceps,Barbell,Expert,9.3
1803,Hang Clean,"Olympic weightlifting exercise involving lifting a barbell from a hanging position and catching it in a front rack position, targeting the posterior chain muscles.",Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.3
1804,Barbell walking lunge,"The barbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as the core muscles. Using a barbell allows you to overload the exercise. It can be performed for moderate reps, such as 8-15 per set or across the gym, or for higher reps as a conditioning and mental toughness challenge.",Strength,Quadriceps,Barbell,Intermediate,9.2
1805,Olympic Squat,"Squat variation commonly used in Olympic weightlifting, involving a deep squat with an upright torso position to target the lower body muscles.",Olympic Weightlifting,Quadriceps,Barbell,Beginner,9.1
1806,Narrow-stance squat,"The narrow-stance squat is an exercise that targets the lower body with an emphasis on the quads. Many people will find they can't go as deep in a narrow-stance squat as with a wider squat, which is normal. The narrow-stance squat can be performed for time or reps in any workout.",Strength,Quadriceps,Barbell,Expert,9.0
1807,Box Squat with Bands,"Squat variation performed onto a box with added resistance from bands, targeting the lower body muscles.",Powerlifting,Quadriceps,Barbell,Beginner,9.0
1808,Weighted Jump Squat,Plyometric exercise involving squatting down and exploding upward with added weight to target the lower body muscles.,Strength,Quadriceps,Barbell,Beginner,9.0
1809,Squat with Chains,"adding chains to a barbell during squats to increase resistance progressively, challenging muscles more at the top of the lift and improving strength and explosiveness.",Powerlifting,Quadriceps,Barbell,Beginner,9.0
